date,btc_price
2010-07-17,0.049510000000000005
2010-07-18,0.08584
2010-07-19,0.0808
2010-07-20,0.07473333333333332
2010-07-21,0.07921
2010-07-22,0.055945
2010-07-23,0.06228333333333334
2010-07-24,0.05454
2010-07-25,0.0505
2010-07-26,0.056
2010-07-27,0.05984444444444444
2010-07-28,0.0589
2010-07-29,0.06920000000000001
2010-07-30,0.06428333333333333
2010-07-31,0.06785
2010-08-01,0.0611
2010-08-02,0.06
2010-08-03,0.06
2010-08-04,0.05795
2010-08-05,0.061
2010-08-06,0.0621
2010-08-07,0.059
2010-08-08,0.0609
2010-08-09,0.071
2010-08-10,0.07
2010-08-11,0.067
2010-08-12,0.07
2010-08-13,0.0645
2010-08-14,0.067
2010-08-15,0.06529
2010-08-16,0.0655
2010-08-17,0.07
2010-08-18,0.068
2010-08-19,0.0667
2010-08-20,0.0655
2010-08-21,0.0664
2010-08-22,0.066
2010-08-23,0.06491
2010-08-24,0.065
2010-08-25,0.0648
2010-08-26,0.064
2010-08-27,0.065
2010-08-28,0.0646
2010-08-29,0.064
2010-08-30,0.06497
2010-08-31,0.06
2010-09-01,0.06230000000000002
2010-09-02,0.0631
2010-09-03,0.06085
2010-09-04,0.06238
2010-09-05,0.0616
2010-09-06,0.0616
2010-09-07,0.061505
2010-09-08,0.061495
2010-09-09,0.06111000000000001
2010-09-10,0.0618
2010-09-11,0.06366000000000001
2010-09-12,0.0615
2010-09-13,0.062179999999999985
2010-09-14,0.06199
2010-09-15,0.0604
2010-09-16,0.0618
2010-09-17,0.05938
2010-09-18,0.061
2010-09-19,0.0627
2010-09-20,0.0621
2010-09-21,0.06265
2010-09-22,0.062038
2010-09-23,0.06231
2010-09-24,0.0622
2010-09-25,0.06202000000000001
2010-09-26,0.06219
2010-09-27,0.0622
2010-09-28,0.061904999999999995
2010-09-29,0.06183
2010-09-30,0.0619
2010-10-01,0.06197
2010-10-02,0.0614
2010-10-03,0.06111000000000001
2010-10-04,0.06129
2010-10-05,0.0614
2010-10-06,0.06297666666666668
2010-10-07,0.067
2010-10-08,0.084925
2010-10-09,0.0938
2010-10-10,0.0965
2010-10-11,0.095
2010-10-12,0.0949
2010-10-13,0.105
2010-10-14,0.102
2010-10-15,0.105
2010-10-16,0.101
2010-10-17,0.102
2010-10-18,0.1024
2010-10-19,0.09715
2010-10-20,0.099
2010-10-21,0.107
2010-10-22,0.106
2010-10-23,0.104995
2010-10-24,0.11501
2010-10-25,0.132
2010-10-26,0.1503
2010-10-27,0.1877
2010-10-28,0.1731
2010-10-29,0.19
2010-10-30,0.1989
2010-10-31,0.1925
2010-11-01,0.1955
2010-11-02,0.1938
2010-11-03,0.1931
2010-11-04,0.23
2010-11-05,0.2639
2010-11-06,0.38
2010-11-07,0.34
2010-11-08,0.243
2010-11-09,0.21
2010-11-10,0.2362
2010-11-11,0.2231
2010-11-12,0.2682
2010-11-13,0.276
2010-11-14,0.27904
2010-11-15,0.2682
2010-11-16,0.225
2010-11-17,0.2473666666666667
2010-11-18,0.2678
2010-11-19,0.2752
2010-11-20,0.283955
2010-11-21,0.27675
2010-11-22,0.2843
2010-11-23,0.28295
2010-11-24,0.28299
2010-11-25,0.28
2010-11-26,0.2844
2010-11-27,0.283
2010-11-28,0.2710819672131145
2010-11-29,0.23305
2010-11-30,0.2082
2010-12-01,0.2275
2010-12-02,0.255
2010-12-03,0.25105
2010-12-04,0.206
2010-12-05,0.195
2010-12-06,0.204
2010-12-07,0.2366
2010-12-08,0.2388
2010-12-09,0.192105
2010-12-10,0.20385
2010-12-11,0.228
2010-12-12,0.22
2010-12-13,0.2299
2010-12-14,0.24669
2010-12-15,0.24
2010-12-16,0.24996
2010-12-17,0.24
2010-12-18,0.241
2010-12-19,0.2401
2010-12-20,0.267
2010-12-21,0.24
2010-12-22,0.25
2010-12-23,0.2487525
2010-12-24,0.248
2010-12-25,0.2499
2010-12-26,0.265
2010-12-27,0.265
2010-12-28,0.281
2010-12-29,0.2998
2010-12-30,0.3
2010-12-31,0.3
2011-01-01,0.3
2011-01-02,0.29997
2011-01-03,0.295
2011-01-04,0.29895
2011-01-05,0.29892
2011-01-06,0.298
2011-01-07,0.32
2011-01-08,0.3229
2011-01-09,0.323
2011-01-10,0.32659
2011-01-11,0.32659
2011-01-12,0.3188
2011-01-13,0.3176
2011-01-14,0.4
2011-01-15,0.386
2011-01-16,0.38679
2011-01-17,0.3495
2011-01-18,0.31299
2011-01-19,0.31299
2011-01-20,0.39
2011-01-21,0.419905
2011-01-22,0.44399
2011-01-23,0.4424
2011-01-24,0.4199
2011-01-25,0.41
2011-01-26,0.41367
2011-01-27,0.4212
2011-01-28,0.446
2011-01-29,0.439
2011-01-30,0.47985
2011-01-31,0.5501
2011-02-01,0.70773
2011-02-02,0.716
2011-02-03,0.69639
2011-02-04,0.8109999999999999
2011-02-05,0.90735
2011-02-06,0.8968
2011-02-07,0.89
2011-02-08,0.918
2011-02-09,1.084495
2011-02-10,0.9751549999999999
2011-02-11,1.070005
2011-02-12,1.0799
2011-02-13,1.05
2011-02-14,1.075336666666667
2011-02-15,1.05
2011-02-16,1.028624
2011-02-17,1.04
2011-02-18,0.8989
2011-02-19,0.94898
2011-02-20,0.85
2011-02-21,0.8345
2011-02-22,0.87023
2011-02-23,0.9
2011-02-24,0.993715
2011-02-25,0.9111
2011-02-26,0.958
2011-02-27,0.89
2011-02-28,0.8701
2011-03-01,0.92022
2011-03-02,0.9399
2011-03-03,0.93909
2011-03-04,0.9012
2011-03-05,0.9103
2011-03-06,0.8866299999999999
2011-03-07,0.88502
2011-03-08,0.8699899999999999
2011-03-09,0.86449
2011-03-10,0.9329
2011-03-11,0.88
2011-03-12,0.918
2011-03-13,0.89249
2011-03-14,0.8949
2011-03-15,0.8711200000000001
2011-03-16,0.8599899999999999
2011-03-17,0.82542
2011-03-18,0.81648
2011-03-19,0.765
2011-03-20,0.7410800000000001
2011-03-21,0.75897
2011-03-22,0.80901
2011-03-23,0.8497100000000001
2011-03-24,0.8668799999999999
2011-03-25,0.8837700000000001
2011-03-26,0.8552
2011-03-27,0.8275399999999999
2011-03-28,0.79898
2011-03-29,0.7925
2011-03-30,0.7897
2011-03-31,0.78461
2011-04-01,0.7741100000000001
2011-04-02,0.78199
2011-04-03,0.779
2011-04-04,0.68
2011-04-05,0.71
2011-04-06,0.74
2011-04-07,0.7538
2011-04-08,0.7499899999999999
2011-04-09,0.746584
2011-04-10,0.7369
2011-04-11,0.77
2011-04-12,0.86
2011-04-13,0.93115
2011-04-14,0.99936
2011-04-15,0.9869040000000002
2011-04-16,1.0499
2011-04-17,1.13057
2011-04-18,1.16199
2011-04-19,1.1965
2011-04-20,1.1421
2011-04-21,1.208
2011-04-22,1.40901
2011-04-23,1.665325
2011-04-24,1.63011
2011-04-25,1.57623
2011-04-26,1.7949
2011-04-27,1.9
2011-04-28,2.21059
2011-04-29,2.88
2011-04-30,3.5
2011-05-01,3.03311
2011-05-02,3.2
2011-05-03,3.3975
2011-05-04,3.40609
2011-05-05,3.333
2011-05-06,3.452
2011-05-07,3.641
2011-05-08,3.86585
2011-05-09,3.8
2011-05-10,5.805
2011-05-11,5.5
2011-05-12,6.363463333333333
2011-05-13,8.193999999999999
2011-05-14,7.026584285714287
2011-05-15,6.988455
2011-05-16,8.0
2011-05-17,7.20995
2011-05-18,6.8849912500000015
2011-05-19,6.88955
2011-05-20,5.590361666666666
2011-05-21,6.132744285714287
2011-05-22,6.736269999999999
2011-05-23,7.106383999999999
2011-05-24,7.42
2011-05-25,8.409413571428571
2011-05-26,8.77355
2011-05-27,8.5002
2011-05-28,8.3001
2011-05-29,8.4299
2011-05-30,8.800025000000002
2011-05-31,8.715455
2011-06-01,9.607497500000001
2011-06-02,10.64302
2011-06-03,14.31778571428571
2011-06-04,18.64759333333334
2011-06-05,16.675
2011-06-06,18.37141428571429
2011-06-07,23.39698837209302
2011-06-08,29.64085384615385
2011-06-09,28.9407
2011-06-10,23.86174117647059
2011-06-11,14.6512
2011-06-12,18.71959
2011-06-13,19.40927222222221
2011-06-14,19.32056428571429
2011-06-15,19.49
2011-06-16,17.363817999999995
2011-06-17,15.83406428571429
2011-06-18,16.87666666666667
2011-06-19,17.40546727249729
2011-06-20,17.4795582704942
2011-06-21,17.85048297278088
2011-06-22,17.90628711486523
2011-06-23,18.16839759701135
2011-06-24,18.58539605995971
2011-06-25,17.94327564231502
2011-06-26,16.36643857142857
2011-06-27,16.75006666666667
2011-06-28,16.9430025
2011-06-29,16.89983333333333
2011-06-30,16.153598125
2011-07-01,15.36332818181818
2011-07-02,15.4
2011-07-03,15.44039666666667
2011-07-04,13.820056
2011-07-05,12.886805625
2011-07-06,14.76707111111111
2011-07-07,14.77007846153846
2011-07-08,14.31377
2011-07-09,14.3775
2011-07-10,14.74739
2011-07-11,14.21099842105263
2011-07-12,14.01648166666667
2011-07-13,13.95429428571429
2011-07-14,13.997809
2011-07-15,13.81
2011-07-16,13.71904857142857
2011-07-17,13.167918750000005
2011-07-18,13.42307148148148
2011-07-19,13.84199375
2011-07-20,13.69313484848485
2011-07-21,13.612104
2011-07-22,13.69542
2011-07-23,13.68
2011-07-24,13.98001
2011-07-25,14.0026
2011-07-26,13.88117
2011-07-27,13.9076
2011-07-28,13.48190666666667
2011-07-29,13.51439636363637
2011-07-30,13.53281315789474
2011-07-31,13.37989333333333
2011-08-01,13.095602
2011-08-02,12.060019
2011-08-03,9.26005
2011-08-04,10.74366333333333
2011-08-05,9.7726675
2011-08-06,6.511275454545455
2011-08-07,8.166288292682923
2011-08-08,7.829854999999998
2011-08-09,9.74886068965517
2011-08-10,10.01468625
2011-08-11,9.45624
2011-08-12,9.460339999999999
2011-08-13,10.1233396551724
2011-08-14,10.74426461538462
2011-08-15,11.138136
2011-08-16,10.958955
2011-08-17,10.99306666666667
2011-08-18,10.84701769230769
2011-08-19,11.65
2011-08-20,11.450998
2011-08-21,11.323212
2011-08-22,10.94076473684211
2011-08-23,10.927407
2011-08-24,10.8506
2011-08-25,9.684139710144926
2011-08-26,8.179189444444445
2011-08-27,8.5902
2011-08-28,9.078464285714286
2011-08-29,8.96809375
2011-08-30,8.795466000000001
2011-08-31,8.22353625
2011-09-01,8.228883750000001
2011-09-02,8.62278
2011-09-03,8.479
2011-09-04,8.17871357142857
2011-09-05,7.629207142857145
2011-09-06,6.864676666666665
2011-09-07,7.186077777777778
2011-09-08,6.5331220000000005
2011-09-09,5.05558
2011-09-10,4.764342000000001
2011-09-11,5.914224166666667
2011-09-12,6.061434285714286
2011-09-13,5.8
2011-09-14,5.619543333333333
2011-09-15,4.805915714285715
2011-09-16,4.811
2011-09-17,4.7647
2011-09-18,5.238233333333334
2011-09-19,5.462770769230769
2011-09-20,6.114797272727272
2011-09-21,5.660935625
2011-09-22,5.473564
2011-09-23,5.557576363636364
2011-09-24,5.471526666666668
2011-09-25,5.331829999999999
2011-09-26,4.86916
2011-09-27,4.709366666666667
2011-09-28,4.7093475
2011-09-29,4.784622499999998
2011-09-30,5.149056666666667
2011-10-01,5.0181025
2011-10-02,5.02701
2011-10-03,5.02401
2011-10-04,4.96
2011-10-05,4.879936666666667
2011-10-06,4.734425
2011-10-07,4.2728
2011-10-08,4.00587
2011-10-09,4.10288
2011-10-10,4.086946666666667
2011-10-11,3.959153333333334
2011-10-12,4.15
2011-10-13,4.04615
2011-10-14,3.98794
2011-10-15,3.848035
2011-10-16,3.572374444444444
2011-10-17,2.554464
2011-10-18,2.409323333333333
2011-10-19,2.262255714285715
2011-10-20,2.348005
2011-10-21,2.562545
2011-10-22,3.138733333333333
2011-10-23,3.16469030083056
2011-10-24,2.538475833333333
2011-10-25,2.773611666666667
2011-10-26,2.77301
2011-10-27,3.040114210526316
2011-10-28,3.185198
2011-10-29,3.56826
2011-10-30,3.2624975
2011-10-31,3.243748333333333
2011-11-01,3.163762
2011-11-02,3.253693333333333
2011-11-03,3.1555
2011-11-04,3.05545
2011-11-05,2.972505
2011-11-06,2.959772
2011-11-07,3.006116666666667
2011-11-08,3.045683333333333
2011-11-09,2.948212857142857
2011-11-10,2.847718846153847
2011-11-11,3.073526923076924
2011-11-12,3.03099
2011-11-13,2.99599
2011-11-14,2.142239487179487
2011-11-15,2.324486197288458
