date,supply_in_profit
2010-03-04,0.0
2010-03-05,0.0
2010-03-06,0.0
2010-03-07,0.0
2010-03-08,0.0
2010-03-09,0.0
2010-03-10,0.0
2010-03-11,0.0
2010-03-12,0.0
2010-03-13,0.0
2010-03-14,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,0.0
2010-03-19,0.0
2010-03-20,0.0
2010-03-21,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,0.0
2010-03-26,0.0
2010-03-27,0.0
2010-03-28,0.0
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,0.0
2010-04-01,0.0
2010-04-02,0.0
2010-04-03,0.0
2010-04-04,0.0
2010-04-05,0.0
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,0.0
2010-04-09,0.0
2010-04-10,0.0
2010-04-11,0.0
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,0.0
2010-04-15,0.0
2010-04-16,0.0
2010-04-17,0.0
2010-04-18,0.0
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,0.0
2010-04-22,0.0
2010-04-23,0.0
2010-04-24,0.0
2010-04-25,0.0
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,0.0
2010-05-01,0.0
2010-05-02,0.0
2010-05-03,0.0
2010-05-04,0.0
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,0.0
2010-05-08,0.0
2010-05-09,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,0.0
2010-05-15,0.0
2010-05-16,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-22,0.0
2010-05-23,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-05-29,0.0
2010-05-30,0.0
2010-05-31,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-05,0.0
2010-06-06,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-12,0.0
2010-06-13,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-19,0.0
2010-06-20,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-26,0.0
2010-06-27,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-03,0.0
2010-07-04,0.0
2010-07-05,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-10,0.0
2010-07-11,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-07-17,3439000.0
2010-07-18,3447600.0
2010-07-19,3420972.74
2010-07-20,3406833.26
2010-07-21,3445542.22
2010-07-22,3405453.98
2010-07-23,3403474.08
2010-07-24,3378631.61
2010-07-25,3352691.2
2010-07-26,3359264.58
2010-07-27,3432438.68
2010-07-28,3419893.61
2010-07-29,3505166.8
2010-07-30,3474250.53
2010-07-31,3504032.85
2010-08-01,3414614.49
2010-08-02,3376454.94
2010-08-03,3492516.09
2010-08-04,3325489.97
2010-08-05,3429192.29
2010-08-06,3518754.48
2010-08-07,3338246.38
2010-08-08,3438681.0
2010-08-09,3599172.14
2010-08-10,3578854.75
2010-08-11,3554315.33
2010-08-12,3612252.15
2010-08-13,3521529.92
2010-08-14,3567217.69
2010-08-15,3528914.81
2010-08-16,3528099.47
2010-08-17,3660345.21
2010-08-18,3607093.08
2010-08-19,3570594.4
2010-08-20,3483862.28
2010-08-21,3468761.25
2010-08-22,3470552.0
2010-08-23,3511413.32
2010-08-24,3503924.28
2010-08-25,3507671.08
2010-08-26,3471163.02
2010-08-27,3523474.46
2010-08-28,3536048.28
2010-08-29,3461802.75
2010-08-30,3463484.6400001
2010-08-31,3287457.3
2010-09-01,3466810.6999989
2010-09-02,3478638.5299989
2010-09-03,3364052.2100004
2010-09-04,3470520.3800005
2010-09-05,3431652.3400005
2010-09-06,3500579.3099989
2010-09-07,3354120.9500004
2010-09-08,3527703.109999
2010-09-09,3337104.3500004
2010-09-10,3531206.249999
2010-09-11,3533118.519999
2010-09-12,3546509.699999
2010-09-13,3540630.6099989
2010-09-14,3536900.4399989
2010-09-15,3252374.67
2010-09-16,3565926.8099989
2010-09-17,3218074.63
2010-09-18,3379910.3100004
2010-09-19,3701439.009999
2010-09-20,3709988.209999
2010-09-21,3707776.359999
2010-09-22,3566403.18039538
2010-09-23,3533852.87039538
2010-09-24,3529963.37039538
2010-09-25,3547059.31039538
2010-09-26,3539046.60039538
2010-09-27,3521466.11039538
2010-09-28,3505072.45038162
2010-09-29,3515710.40038162
2010-09-30,3536285.74038162
2010-10-01,3552310.99038162
2010-10-02,3132434.3700004
2010-10-03,3128653.4600004
2010-10-04,3157536.54000139
2010-10-05,3098596.46000139
2010-10-06,3881731.72998603
2010-10-07,4050549.01998812
2010-10-08,4173496.28998812
2010-10-09,4209640.34998812
2010-10-10,4126249.38998812
2010-10-11,4152913.63998812
2010-10-12,4089563.81998812
2010-10-13,4181243.12998812
2010-10-14,4184713.35998812
2010-10-15,4203125.92998812
2010-10-16,4093841.80998703
2010-10-17,4129003.50998812
2010-10-18,4133317.63998812
2010-10-19,4024587.95998703
2010-10-20,4033245.25998703
2010-10-21,4276298.26998812
2010-10-22,4281116.74998812
2010-10-23,4265517.10998812
2010-10-24,4308796.40998812
2010-10-25,4311922.63998812
2010-10-26,4328048.70998812
2010-10-27,4353046.20998812
2010-10-28,4218023.41998812
2010-10-29,4387118.76998812
2010-10-30,4435699.99998812
2010-10-31,4388214.16998812
2010-11-01,4437745.89998812
2010-11-02,4405273.92998812
2010-11-03,4471339.02998812
2010-11-04,4397693.86890024
2010-11-05,4474889.86998812
2010-11-06,4488309.40998812
2010-11-07,4475525.19998812
2010-11-08,4172230.39998812
2010-11-09,4114374.54890024
2010-11-10,4180017.73998812
2010-11-11,4134634.84890024
2010-11-12,4249200.75998812
2010-11-13,4242100.48998812
2010-11-14,4240891.56998812
2010-11-15,4174336.58998812
2010-11-16,4071978.50890024
2010-11-17,4055741.56890024
2010-11-18,4212397.91890024
2010-11-19,4295284.39890024
2010-11-20,4325031.88998812
2010-11-21,4271332.73890024
2010-11-22,4313103.18998812
2010-11-23,4326408.27998812
2010-11-24,4331640.53998812
2010-11-25,4266179.42890024
2010-11-26,4391557.67998812
2010-11-27,4340915.19998812
2010-11-28,4244694.71890024
2010-11-29,3982367.95890024
2010-11-30,3963142.89890024
2010-12-01,4064522.14890024
2010-12-02,4155857.76890024
2010-12-03,4198526.96890024
2010-12-04,3922140.55294682
2010-12-05,3828119.58890024
2010-12-06,3963778.21905205
2010-12-07,4146644.02953779
2010-12-08,4074711.19518298
2010-12-09,3956033.40248771
2010-12-10,3975017.77513163
2010-12-11,4140982.77223198
2010-12-12,4069201.97389257
2010-12-13,4201667.06017539
2010-12-14,4349956.67108266
2010-12-15,4232375.98644183
2010-12-16,4367909.53224901
2010-12-17,4225770.80742821
2010-12-18,4248632.94293494
2010-12-19,4187682.79374989
2010-12-20,4447252.3931864
2010-12-21,4134971.55816048
2010-12-22,4372304.85333699
2010-12-23,4369276.46333651
2010-12-24,4289742.5606076
2010-12-25,4370657.82387261
2010-12-26,4435114.48737436
2010-12-27,4519013.14083673
2010-12-28,4588004.18843127
2010-12-29,4805499.32315133
2010-12-30,4803309.61136971
2010-12-31,4796276.77136971
2011-01-01,4788265.29136971
2011-01-02,4789840.7149833
2011-01-03,4723697.46543837
2011-01-04,4673777.21905322
2011-01-05,4740473.68116195
2011-01-06,4741730.72229254
2011-01-07,4896043.19798729
2011-01-08,4916258.15998724
2011-01-09,4916573.86764157
2011-01-10,4899113.95377263
2011-01-11,4918204.21377263
2011-01-12,5046962.86998724
2011-01-13,4768682.00328969
2011-01-14,5114169.48625584
2011-01-15,5079028.11625584
2011-01-16,5082740.38772342
2011-01-17,5005644.92710244
2011-01-18,4623070.50695357
2011-01-19,4611026.82084691
2011-01-20,5125545.84772342
2011-01-21,5180875.70998724
2011-01-22,5201764.16950148
2011-01-23,5139635.68497407
2011-01-24,5130084.40716109
2011-01-25,5101487.89992215
2011-01-26,5093944.04898134
2011-01-27,5026979.12497407
2011-01-28,5099825.61998724
2011-01-29,5032432.33207718
2011-01-30,5264077.23998724
2011-01-31,5231086.24998724
2011-02-01,5254466.38998724
2011-02-02,5244371.21998724
2011-02-03,5148457.96093077
2011-02-04,5312349.99998724
2011-02-05,5316442.94886136
2011-02-06,5301804.68172461
2011-02-07,5214067.74886136
2011-02-08,5179556.51552526
2011-02-09,5315651.22987932
2011-02-10,5264677.02881823
2011-02-11,5296441.5006614
2011-02-12,5318785.89095943
2011-02-13,5277996.64983355
2011-02-14,5320373.15958218
2011-02-15,5243609.04796216
2011-02-16,5244293.1684563
2011-02-17,5221632.28796216
2011-02-18,5183570.98035641
2011-02-19,5130317.50493842
2011-02-20,5008945.89258721
2011-02-21,5024409.58258721
2011-02-22,5193341.87493842
2011-02-23,5162795.11493842
2011-02-24,5297331.97772633
2011-02-25,5266702.41627289
2011-02-26,5257048.67675865
2011-02-27,4978556.2165889
2011-02-28,4885475.28172775
2011-03-01,4871567.54840842
2011-03-02,5198354.16235568
2011-03-03,5031133.30825568
2011-03-04,4697865.8181873
2011-03-05,4767801.86068732
2011-03-06,4650577.59932345
2011-03-07,4578227.84302776
2011-03-08,4583201.90924298
2011-03-09,4654055.460643
2011-03-10,5191485.21063539
2011-03-11,4797029.22413148
2011-03-12,4741134.05392635
2011-03-13,4714269.02080508
2011-03-14,4761099.84993832
2011-03-15,4574512.142026
2011-03-16,4506975.62329615
2011-03-17,4494622.26037861
2011-03-18,4405685.60055313
2011-03-19,4422330.08055313
2011-03-20,4411812.33564857
2011-03-21,4416009.50597032
2011-03-22,4482942.2269228
2011-03-23,4596520.58004276
2011-03-24,4741201.00993393
2011-03-25,4765962.01221431
2011-03-26,4442491.17203942
2011-03-27,4409152.59265366
2011-03-28,4377257.68234809
2011-03-29,4389955.89658541
2011-03-30,4365618.71907959
2011-03-31,4384044.08487663
2011-04-01,4361246.72215938
2011-04-02,4382392.25834968
2011-04-03,4390792.09834968
2011-04-04,4255887.69740746
2011-04-05,4386897.17207315
2011-04-06,4412018.23310451
2011-04-07,4441151.85666961
2011-04-08,4401838.67119752
2011-04-09,4349543.85938285
2011-04-10,4315836.05669364
2011-04-11,4637702.74686642
2011-04-12,4822614.78677437
2011-04-13,5428388.27220053
2011-04-14,5739189.08450297
2011-04-15,5695350.98113051
2011-04-16,5765975.77418467
2011-04-17,5941455.55998718
2011-04-18,5930810.19291092
2011-04-19,5857859.33950142
2011-04-20,5786453.4753808
2011-04-21,5908459.61859275
2011-04-22,5969896.7297858
2011-04-23,5945356.69898114
2011-04-24,5898135.93887004
2011-04-25,5893610.33560412
2011-04-26,5988328.03075908
2011-04-27,5969003.80091173
2011-04-28,6019616.41285617
2011-04-29,6030475.47633756
2011-04-30,5793308.60653276
2011-05-01,5759951.12705965
2011-05-02,5780154.21859296
2011-05-03,5769242.30588697
2011-05-04,5804544.20694523
2011-05-05,5687016.41495605
2011-05-06,5754181.26425802
2011-05-07,5862913.29222894
2011-05-08,5903743.58242247
2011-05-09,6109569.99634475
2011-05-10,6135076.21414771
2011-05-11,6058283.08672396
2011-05-12,6169613.32570517
2011-05-13,6176557.04006128
2011-05-14,5843061.33900995
2011-05-15,5893099.99358759
2011-05-16,5874741.40803501
2011-05-17,5729234.46646498
2011-05-18,5612988.47940776
2011-05-19,5696426.95254043
2011-05-20,5429875.90087389
2011-05-21,5803341.55204721
2011-05-22,5948092.69350364
2011-05-23,6061339.81117031
2011-05-24,6104635.39499934
2011-05-25,6275405.67816899
2011-05-26,6329690.91776897
2011-05-27,5978986.18412463
2011-05-28,5938677.27733005
2011-05-29,5934491.84094519
2011-05-30,6349037.32473848
2011-05-31,5945035.56551099
2011-06-01,6391915.78772462
2011-06-02,6404137.27346234
2011-06-03,6396521.03931886
2011-06-04,6421878.42343445
2011-06-05,6316246.68334895
2011-06-06,6266383.84795421
2011-06-07,6435190.10800824
2011-06-08,6398705.61851066
2011-06-09,6318369.73758574
2011-06-10,5936276.32887678
2011-06-11,5645411.34429861
2011-06-12,5516689.07596032
2011-06-13,6032056.34669328
2011-06-14,6037034.37610672
2011-06-15,5775871.64702646
2011-06-16,4925218.39377218
2011-06-17,4971814.85326878
2011-06-18,5166508.36878014
2011-06-19,4906322.11896592
2011-06-20,4854635.62932192
2011-06-21,4818586.06035453
2011-06-22,4810138.4627167
2011-06-23,4801342.52235027
2011-06-24,4780098.96162525
2011-06-25,4772675.83046942
2011-06-26,4633276.18377655
2011-06-27,4653239.23590722
2011-06-28,4736658.91375066
2011-06-29,4725138.26410522
2011-06-30,4489984.32051119
2011-07-01,4468369.78171425
2011-07-02,4486911.6872577
2011-07-03,4582429.51261677
2011-07-04,4434271.92876001
2011-07-05,4397875.75604139
2011-07-06,4545764.80638784
2011-07-07,4600883.14099807
2011-07-08,4494198.92588236
2011-07-09,4567373.83440683
2011-07-10,4617461.9387474
2011-07-11,4524471.81192719
2011-07-12,4452215.05056212
2011-07-13,4428979.92419446
2011-07-14,4431772.03801263
2011-07-15,4394800.18987817
2011-07-16,4412665.71348209
2011-07-17,4395297.43285455
2011-07-18,5182755.3020392
2011-07-19,4967154.06684988
2011-07-20,4832878.59157016
2011-07-21,4822861.23917618
2011-07-22,4869437.22132584
2011-07-23,4904214.16857877
2011-07-24,5178778.56944229
2011-07-25,5172087.46298371
2011-07-26,5180466.3083648
2011-07-27,4948802.61159966
2011-07-28,4752660.09210355
2011-07-29,4781340.92648192
2011-07-30,4763246.72137072
2011-07-31,4890872.24602878
2011-08-01,4825187.24599488
2011-08-02,4184853.76147136
2011-08-03,4179606.32059097
2011-08-04,4235869.569248
2011-08-05,4170113.62888071
2011-08-06,3880194.16826462
2011-08-07,4074059.48428835
2011-08-08,4117870.53822407
2011-08-09,4404577.09700165
2011-08-10,4452113.51161771
2011-08-11,4362070.53611936
2011-08-12,4400723.40033984
2011-08-13,4535811.98439087
2011-08-14,4570123.25296532
2011-08-15,4676929.99029311
2011-08-16,4482667.40786478
2011-08-17,4643163.12373498
2011-08-18,4505849.02870842
2011-08-19,4759550.25199653
2011-08-20,4757466.18931562
2011-08-21,4660852.61479908
2011-08-22,4449503.10423673
2011-08-23,4564417.05694954
2011-08-24,4402423.05650658
2011-08-25,4261162.9745918
2011-08-26,4058500.24732232
2011-08-27,4797008.38011249
2011-08-28,4874899.50390116
2011-08-29,4832004.36231745
2011-08-30,4785062.28944129
2011-08-31,4043364.97450558
2011-09-01,4115050.86130031
2011-09-02,4169655.94667075
2011-09-03,4138236.00547362
2011-09-04,3994872.2726822
2011-09-05,3813264.64944313
2011-09-06,3813197.76150364
2011-09-07,3918724.34941169
2011-09-08,3722237.06410715
2011-09-09,3682710.56339758
2011-09-10,3658433.12682739
2011-09-11,4487301.78306374
2011-09-12,3743649.85535822
2011-09-13,3743164.35069328
2011-09-14,3720049.20578926
2011-09-15,3664814.85173382
2011-09-16,3664762.55191576
2011-09-17,3661738.56312174
2011-09-18,3803541.00573678
2011-09-19,3873929.65854541
2011-09-20,4702551.67453757
2011-09-21,3818564.31160188
2011-09-22,3800029.85511379
2011-09-23,3840642.12752277
2011-09-24,3770630.16355536
2011-09-25,3744885.14599971
2011-09-26,3676979.60765899
2011-09-27,3700420.19240726
2011-09-28,3665896.17401683
2011-09-29,3698358.03008844
2011-09-30,3817384.69974317
2011-10-01,3810369.32525289
2011-10-02,3795931.50177184
2011-10-03,3794125.57468462
2011-10-04,3811432.44775419
2011-10-05,3733317.20343125
2011-10-06,3719222.99432598
2011-10-07,3621404.70106876
2011-10-08,3644161.46781027
2011-10-09,3662820.22000862
2011-10-10,3619600.86683521
2011-10-11,3680133.9141654
2011-10-12,3782573.77634439
2011-10-13,3687174.84154886
2011-10-14,3650374.45512956
2011-10-15,3581079.65980119
2011-10-16,3592068.49025183
2011-10-17,3480916.84374494
2011-10-18,3433593.97382058
2011-10-19,3451421.39104258
2011-10-20,3548735.56522163
2011-10-21,3617660.30743907
2011-10-22,3702499.22624219
2011-10-23,3669990.79373967
2011-10-24,3541626.32244886
2011-10-25,3591646.14264762
2011-10-26,3691447.84881215
2011-10-27,3828909.35448029
2011-10-28,3793811.37800619
2011-10-29,3892562.7967623
2011-10-30,3733081.36470445
2011-10-31,3788831.99153137
2011-11-01,3757979.46691789
2011-11-02,3781444.31046988
2011-11-03,3736903.04432691
2011-11-04,3664800.58693534
2011-11-05,3596793.97574278
2011-11-06,3651177.33128689
2011-11-07,3692855.653698
2011-11-08,3778613.81229624
2011-11-09,3576353.43682084
2011-11-10,3610033.07796984
2011-11-11,3813518.34687701
2011-11-12,3741349.6261021
2011-11-13,3415275.81617563
2011-11-14,3377307.18380819
2011-11-15,3446555.84702657
2011-11-16,4257541.10016167
2011-11-17,3372477.70040736
2011-11-18,3377608.20624907
2011-11-19,4026952.96814818
2011-11-20,3396418.01338017
2011-11-21,4130571.41137004
2011-11-22,4228907.00017681
2011-11-23,4180218.80345146
2011-11-24,4219872.87705548
2011-11-25,4555597.87889731
2011-11-26,4421876.38028193
2011-11-27,4610378.84154432
2011-11-28,4735359.91426676
2011-11-29,4152095.58500548
2011-11-30,4917150.58385552
2011-12-01,5099105.94532609
2011-12-02,5055157.89757263
2011-12-03,4105174.97027652
2011-12-04,4182705.11223977
2011-12-05,4305890.89304976
2011-12-06,4311241.11068777
2011-12-07,4351362.28253786
2011-12-08,4937078.81797552
2011-12-09,4392898.06512138
2011-12-10,5071613.95549763
2011-12-11,5193211.38789873
2011-12-12,5075545.23903734
2011-12-13,4981820.94834821
2011-12-14,4876104.68379193
2011-12-15,5124990.38380972
2011-12-16,5091567.00670535
2011-12-17,5106099.0377003
2011-12-18,5084441.28845751
2011-12-19,5461696.15890461
2011-12-20,5435629.02582767
2011-12-21,5329375.06937655
2011-12-22,5308191.21404714
2011-12-23,5414511.21875608
2011-12-24,5475071.92482417
2011-12-25,5654328.63320333
2011-12-26,5545870.05900587
2011-12-27,5634199.38325666
2011-12-28,5707539.80147576
2011-12-29,5570079.56024592
2011-12-30,5697462.54381732
2011-12-31,5785285.87558886
2012-01-01,5951409.0948373
2012-01-02,5786366.17152833
2012-01-03,5658932.64200999
2012-01-04,6093193.35023747
2012-01-05,6197145.87802138
2012-01-06,6000015.33528332
2012-01-07,6090655.16408926
2012-01-08,6154321.6061434
2012-01-09,5776601.08701038
2012-01-10,5925496.78682879
2012-01-11,6088078.87359544
2012-01-12,5834281.73803903
2012-01-13,5516102.20529268
2012-01-14,6050095.01718083
2012-01-15,6186689.08280463
2012-01-16,5764263.56181942
2012-01-17,5294848.15343744
2012-01-18,5409326.76074211
2012-01-19,5590556.25799289
2012-01-20,5842517.42761963
2012-01-21,5432807.43486803
2012-01-22,5571694.17871438
2012-01-23,5741838.28967617
2012-01-24,5510137.52762466
2012-01-25,5197474.67127523
2012-01-26,5030249.92890105
2012-01-27,5115163.05914833
2012-01-28,5273113.83929186
2012-01-29,5157989.9769773
2012-01-30,5224066.42184202
2012-01-31,5341663.27011945
2012-02-01,5701218.92514234
2012-02-02,5578547.43222436
2012-02-03,5641788.78672055
2012-02-04,5446109.19646774
2012-02-05,5169361.78619482
2012-02-06,5168615.61630843
2012-02-07,5555557.8395833
2012-02-08,5474555.31246884
2012-02-09,5711990.82785782
2012-02-10,5821774.70911739
2012-02-11,5085982.48024232
2012-02-12,5160926.68633041
2012-02-13,4876892.60957943
2012-02-14,4816190.71201166
2012-02-15,4529017.43459183
2012-02-16,4698423.66867158
2012-02-17,4939254.29606299
2012-02-18,4883952.05771466
2012-02-19,4994283.36430395
2012-02-20,5031725.51401689
2012-02-21,4840247.09285812
2012-02-22,5193256.54185014
2012-02-23,5509943.76951715
2012-02-24,5521774.69172282
2012-02-25,5152977.38868261
2012-02-26,5309335.65858069
2012-02-27,5253377.33030025
2012-02-28,5078106.12434448
2012-02-29,5288756.08340748
2012-03-01,5324818.57851314
2012-03-02,4984122.86491453
2012-03-03,4861359.70681423
2012-03-04,5249295.25578862
2012-03-05,5538097.11247029
2012-03-06,5697546.61903179
2012-03-07,5651271.48296837
2012-03-08,5225465.28888146
2012-03-09,5161799.89711107
2012-03-10,5013397.07962747
2012-03-11,5325654.51849065
2012-03-12,5328717.61549813
2012-03-13,6030872.79855098
2012-03-14,6021001.12208389
2012-03-15,6028487.96486151
2012-03-16,5951167.98082192
2012-03-17,5607341.29838762
2012-03-18,5752301.19280134
2012-03-19,4760453.53870445
2012-03-20,5033513.22887436
2012-03-21,5079432.53206385
2012-03-22,4659503.39202025
2012-03-23,4848430.82468382
2012-03-24,4669923.2334855
2012-03-25,4669681.5055884
2012-03-26,4658894.86609832
2012-03-27,5259799.90166849
2012-03-28,5224142.72268313
2012-03-29,5125544.22850621
2012-03-30,5684863.90629643
2012-03-31,5821529.87021801
2012-04-01,5251271.81338044
2012-04-02,5800360.99627777
2012-04-03,5846020.3456085
2012-04-04,5721906.99110911
2012-04-05,5614402.83470522
2012-04-06,5895384.0364239
2012-04-07,4772372.22483939
2012-04-08,5109859.90161663
2012-04-09,5347822.85589859
2012-04-10,5497992.68663157
2012-04-11,5836001.46020927
2012-04-12,5611337.89818198
2012-04-13,6032436.98709916
2012-04-14,6000071.76478789
2012-04-15,5704909.31621966
2012-04-16,6118781.01858112
2012-04-17,6239465.50623727
2012-04-18,6323974.55514119
2012-04-19,6258723.06417451
2012-04-20,6493279.20974681
2012-04-21,6383920.67272826
2012-04-22,6191647.80829566
2012-04-23,5734477.18196417
2012-04-24,5916123.56369578
2012-04-25,6192802.09205603
2012-04-26,5647729.00873708
2012-04-27,5769307.19151975
2012-04-28,5208946.78648424
2012-04-29,5002530.38566936
2012-04-30,5195291.40303643
2012-05-01,5823655.74114211
2012-05-02,5726741.94625806
2012-05-03,5870009.41743215
2012-05-04,6084628.92902137
2012-05-05,5596490.12492044
2012-05-06,5428066.5324805
2012-05-07,5902640.57064766
2012-05-08,5455191.41733178
2012-05-09,5494131.29996065
2012-05-10,5015706.92711444
2012-05-11,5212956.96591485
2012-05-12,5254886.7364016
2012-05-13,5160611.12746044
2012-05-14,5813771.27073382
2012-05-15,5979092.03519525
2012-05-16,6315847.18531728
2012-05-17,6401699.69926707
2012-05-18,6473558.26347318
2012-05-19,6532478.37197212
2012-05-20,6443671.24611848
2012-05-21,6319280.64472803
2012-05-22,6113597.72422941
2012-05-23,6566641.65602823
2012-05-24,6559248.80186563
2012-05-25,6464109.95896116
2012-05-26,6258294.07038156
2012-05-27,6221641.66660358
2012-05-28,6131118.52899183
2012-05-29,6125420.3240555
2012-05-30,6683935.73778593
2012-05-31,6889657.43946994
2012-06-01,6833126.84889045
2012-06-02,6741825.98935152
2012-06-03,6549994.67438618
2012-06-04,7054647.00229833
2012-06-05,7120650.3725876
2012-06-06,7133340.53062597
2012-06-07,7188888.6560582
2012-06-08,7177120.89182759
2012-06-09,6916204.05188384
2012-06-10,6746650.19401966
2012-06-11,6850564.39866192
2012-06-12,7287583.34184935
2012-06-13,7249112.28554379
2012-06-14,7274100.20665555
2012-06-15,7464660.80550565
2012-06-16,7514558.29936246
2012-06-17,7085992.00959228
2012-06-18,7269147.76789632
2012-06-19,7692931.99530976
2012-06-20,7801589.46172712
2012-06-21,7700423.00655193
2012-06-22,7355300.12879944
2012-06-23,7179765.59695959
2012-06-24,6973719.31426463
2012-06-25,6928471.63066638
2012-06-26,7393977.01452131
2012-06-27,7769026.36136959
2012-06-28,7449420.14993354
2012-06-29,7825096.24426884
2012-06-30,7810991.64241999
2012-07-01,7516420.78821683
2012-07-02,7783675.02533834
2012-07-03,7178693.52357536
2012-07-04,7177618.43542313
2012-07-05,7354552.05338455
2012-07-06,7838021.36337928
2012-07-07,7875670.57565872
2012-07-08,7890535.85204452
2012-07-09,7988444.06386527
2012-07-10,8036757.11998679
2012-07-11,7981917.4411437
2012-07-12,8140579.53730413
2012-07-13,7957992.82345619
2012-07-14,7830984.48362614
2012-07-15,8142931.33380774
2012-07-16,8365470.73134742
2012-07-17,8370563.67306793
2012-07-18,8338567.05939189
2012-07-19,7675495.22865683
2012-07-20,7798194.93111323
2012-07-21,8083166.88208873
2012-07-22,7587711.53975746
2012-07-23,7839439.95035349
2012-07-24,7752608.6016904
2012-07-25,8071276.22176423
2012-07-26,8344548.0225589
2012-07-27,8263351.52777139
2012-07-28,8090069.49157204
2012-07-29,7825404.88051139
2012-07-30,8379882.15571491
2012-07-31,8524910.26106453
2012-08-01,8474553.84817976
2012-08-02,8587891.21499356
2012-08-03,8563840.90863085
2012-08-04,8333657.96706515
2012-08-05,8495445.41918188
2012-08-06,8365163.70681721
2012-08-07,8656955.9441901
2012-08-08,8486636.31055293
2012-08-09,8499223.05865087
2012-08-10,8727357.94048054
2012-08-11,8605293.09474887
2012-08-12,8696645.22619929
2012-08-13,8776104.86966182
2012-08-14,8789232.51514485
2012-08-15,8879019.41323474
2012-08-16,8927330.18139621
2012-08-17,8258612.24055389
2012-08-18,8102695.41283601
2012-08-19,7453452.75340971
2012-08-20,7773016.18434632
2012-08-21,7623385.67318432
2012-08-22,7665851.57284822
2012-08-23,7897068.56787049
2012-08-24,8133222.63029802
2012-08-25,8157202.40101388
2012-08-26,8246337.19131231
2012-08-27,8311638.62304951
2012-08-28,8008109.11907914
2012-08-29,8045713.17885856
2012-08-30,7886343.34847258
2012-08-31,7246336.18125033
2012-09-01,7113656.03549624
2012-09-02,7633937.32013533
2012-09-03,7781324.80959547
2012-09-04,7520804.82486208
2012-09-05,8335032.8391544
2012-09-06,8578928.20361716
2012-09-07,8305603.11320996
2012-09-08,8490145.60042423
2012-09-09,8407372.78208498
2012-09-10,8353760.70864557
2012-09-11,8470276.79790578
2012-09-12,8400142.70584157
2012-09-13,8688624.91511125
2012-09-14,8734296.86299099
2012-09-15,8877325.77316086
2012-09-16,8859567.75595997
2012-09-17,8598160.00578948
2012-09-18,8875143.33961662
2012-09-19,8940291.50080797
2012-09-20,8576080.29529067
2012-09-21,8654788.3806933
2012-09-22,8383338.32625277
2012-09-23,8645108.7547316
2012-09-24,8249543.89541132
2012-09-25,8670678.37840975
2012-09-26,8931942.01856062
2012-09-27,8472946.5131317
2012-09-28,8910801.85863179
2012-09-29,8762005.95192751
2012-09-30,8795134.51888272
2012-10-01,8975208.75927772
2012-10-02,9076141.33326724
2012-10-03,9151394.13876467
2012-10-04,8925876.14378386
2012-10-05,8790275.48254999
2012-10-06,7863421.39635934
2012-10-07,7566215.53251337
2012-10-08,7590504.41469018
2012-10-09,7556035.15643305
2012-10-10,7987725.06940116
2012-10-11,7905996.13765108
2012-10-12,7678492.22129968
2012-10-13,7481714.82723565
2012-10-14,7230050.46209259
2012-10-15,7725014.83446053
2012-10-16,7588779.64803934
2012-10-17,7990782.21255848
2012-10-18,7901085.85340676
2012-10-19,7348623.96292679
2012-10-20,7475249.61836448
2012-10-21,7248596.31499171
2012-10-22,7637352.9752451
2012-10-23,7225139.64043529
2012-10-24,7043255.60764545
2012-10-25,6699194.95966636
2012-10-26,6364479.77601685
2012-10-27,6595074.21555716
2012-10-28,7093798.85216083
2012-10-29,7018293.14801042
2012-10-30,7238972.77785691
2012-10-31,7464136.62502651
2012-11-01,6764196.89364224
2012-11-02,6409294.61926062
